student_id,test_instance_id,gmat_section,test_date,question_id,question_position,question_time_minutes,is_correct,question_difficulty,question_type,question_fundamental_skill,content_domain,total_section_time_minutes,max_allowed_section_time_minutes,total_questions_in_section,record_timestamp
student_001,student_001_DI_20250501_test1,DI,2025-05-01,DI_8_20250501,8,4.73,0,3.7,Calculation,,Business,45.0,45.0,12,2025-05-08T13:24:24.569033
student_001,student_001_DI_20250501_test1,DI,2025-05-01,DI_9_20250501,9,4.88,0,4.0,Real,,Science,45.0,45.0,12,2025-05-08T13:24:24.569033
student_001,student_001_DI_20250501_test1,DI,2025-05-01,DI_10_20250501,10,5.04,0,4.3,Inference,,Social Science,45.0,45.0,12,2025-05-08T13:24:24.569033
student_001,student_001_DI_20250501_test1,DI,2025-05-01,DI_11_20250501,11,5.2,0,4.7,Calculation,,Math Related,45.0,45.0,12,2025-05-08T13:24:24.569033
student_001,student_001_DI_20250501_test1,DI,2025-05-01,DI_12_20250501,12,5.35,0,5.0,Real,,Business,45.0,45.0,12,2025-05-08T13:24:24.569033
student_001,student_001_V_20250501_test1,V,2025-05-01,V_1_20250501,1,2.88,1,1.3,RC,Reading,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_2_20250501,2,2.98,0,1.5,SC,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_3_20250501,3,3.08,1,1.8,CR,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_4_20250501,4,3.18,1,2.1,RC,Logic,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_5_20250501,5,3.28,0,2.3,SC,Reading,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_6_20250501,6,3.38,1,2.6,CR,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_7_20250501,7,3.48,1,2.9,RC,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_8_20250501,8,3.58,0,3.1,SC,Logic,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_9_20250501,9,3.68,1,3.4,CR,Reading,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_10_20250501,10,3.78,1,3.7,RC,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_11_20250501,11,3.88,0,3.9,SC,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_12_20250501,12,3.98,0,4.2,CR,Logic,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_13_20250501,13,4.08,0,4.5,RC,Reading,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_14_20250501,14,4.18,0,4.7,SC,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_V_20250501_test1,V,2025-05-01,V_15_20250501,15,4.28,0,5.0,CR,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.569229
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_1_20250515,1,2.88,1,1.3,DS,Geometry,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_2_20250515,2,2.98,0,1.5,PS,Word Problems,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_3_20250515,3,3.08,1,1.8,DS,Algebra,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_4_20250515,4,3.18,1,2.1,PS,Arithmetic,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_5_20250515,5,3.28,0,2.3,DS,Geometry,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_6_20250515,6,3.38,1,2.6,PS,Word Problems,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_7_20250515,7,3.48,1,2.9,DS,Algebra,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_8_20250515,8,3.58,0,3.1,PS,Arithmetic,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_9_20250515,9,3.68,1,3.4,DS,Geometry,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_10_20250515,10,3.78,1,3.7,PS,Word Problems,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_11_20250515,11,3.88,0,3.9,DS,Algebra,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_12_20250515,12,3.98,0,4.2,PS,Arithmetic,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_13_20250515,13,4.08,0,4.5,DS,Geometry,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_14_20250515,14,4.18,0,4.7,PS,Word Problems,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_Q_20250515_test1,Q,2025-05-15,Q_15_20250515,15,4.28,0,5.0,DS,Algebra,,45.0,45.0,15,2025-05-08T13:24:24.569493
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_1_20250515,1,3.63,1,1.3,Inference,,Science,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_2_20250515,2,3.78,0,1.7,Calculation,,Social Science,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_3_20250515,3,3.94,1,2.0,Real,,Math Related,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_4_20250515,4,4.1,1,2.3,Inference,,Business,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_5_20250515,5,4.26,0,2.7,Calculation,,Science,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_6_20250515,6,4.41,1,3.0,Real,,Social Science,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_7_20250515,7,4.57,1,3.3,Inference,,Math Related,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_8_20250515,8,4.73,0,3.7,Calculation,,Business,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_9_20250515,9,4.88,0,4.0,Real,,Science,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_10_20250515,10,5.04,0,4.3,Inference,,Social Science,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_11_20250515,11,5.2,0,4.7,Calculation,,Math Related,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_DI_20250515_test1,DI,2025-05-15,DI_12_20250515,12,5.35,0,5.0,Real,,Business,45.0,45.0,12,2025-05-08T13:24:24.569676
student_001,student_001_V_20250515_test1,V,2025-05-15,V_1_20250515,1,2.88,1,1.3,RC,Reading,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_2_20250515,2,2.98,0,1.5,SC,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_3_20250515,3,3.08,1,1.8,CR,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_4_20250515,4,3.18,1,2.1,RC,Logic,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_5_20250515,5,3.28,0,2.3,SC,Reading,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_6_20250515,6,3.38,1,2.6,CR,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_7_20250515,7,3.48,1,2.9,RC,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_8_20250515,8,3.58,0,3.1,SC,Logic,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_9_20250515,9,3.68,1,3.4,CR,Reading,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_10_20250515,10,3.78,1,3.7,RC,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_11_20250515,11,3.88,0,3.9,SC,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_12_20250515,12,3.98,0,4.2,CR,Logic,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_13_20250515,13,4.08,0,4.5,RC,Reading,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_14_20250515,14,4.18,0,4.7,SC,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_V_20250515_test1,V,2025-05-15,V_15_20250515,15,4.28,0,5.0,CR,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.569855
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_1_20250601,1,2.88,1,1.3,DS,Geometry,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_2_20250601,2,2.98,0,1.5,PS,Word Problems,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_3_20250601,3,3.08,1,1.8,DS,Algebra,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_4_20250601,4,3.18,1,2.1,PS,Arithmetic,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_5_20250601,5,3.28,0,2.3,DS,Geometry,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_6_20250601,6,3.38,1,2.6,PS,Word Problems,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_7_20250601,7,3.48,1,2.9,DS,Algebra,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_8_20250601,8,3.58,0,3.1,PS,Arithmetic,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_9_20250601,9,3.68,1,3.4,DS,Geometry,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_10_20250601,10,3.78,1,3.7,PS,Word Problems,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_11_20250601,11,3.88,0,3.9,DS,Algebra,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_12_20250601,12,3.98,0,4.2,PS,Arithmetic,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_13_20250601,13,4.08,0,4.5,DS,Geometry,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_14_20250601,14,4.18,0,4.7,PS,Word Problems,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_Q_20250601_test1,Q,2025-06-01,Q_15_20250601,15,4.28,0,5.0,DS,Algebra,,45.0,45.0,15,2025-05-08T13:24:24.570030
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_1_20250601,1,3.63,1,1.3,Inference,,Science,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_2_20250601,2,3.79,0,1.7,Calculation,,Social Science,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_3_20250601,3,3.94,1,2.0,Real,,Math Related,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_4_20250601,4,4.1,1,2.3,Inference,,Business,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_5_20250601,5,4.26,0,2.7,Calculation,,Science,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_6_20250601,6,4.41,1,3.0,Real,,Social Science,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_7_20250601,7,4.57,1,3.3,Inference,,Math Related,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_8_20250601,8,4.73,0,3.7,Calculation,,Business,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_9_20250601,9,4.88,0,4.0,Real,,Science,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_10_20250601,10,5.04,0,4.3,Inference,,Social Science,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_11_20250601,11,5.2,0,4.7,Calculation,,Math Related,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_DI_20250601_test1,DI,2025-06-01,DI_12_20250601,12,5.36,0,5.0,Real,,Business,45.0,45.0,12,2025-05-08T13:24:24.570266
student_001,student_001_V_20250601_test1,V,2025-06-01,V_1_20250601,1,2.88,1,1.3,RC,Reading,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_2_20250601,2,2.98,0,1.5,SC,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_3_20250601,3,3.08,1,1.8,CR,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_4_20250601,4,3.18,1,2.1,RC,Logic,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_5_20250601,5,3.28,0,2.3,SC,Reading,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_6_20250601,6,3.38,1,2.6,CR,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_7_20250601,7,3.48,1,2.9,RC,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_8_20250601,8,3.58,0,3.1,SC,Logic,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_9_20250601,9,3.68,1,3.4,CR,Reading,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_10_20250601,10,3.78,1,3.7,RC,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_11_20250601,11,3.88,0,3.9,SC,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_12_20250601,12,3.98,0,4.2,CR,Logic,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_13_20250601,13,4.08,0,4.5,RC,Reading,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_14_20250601,14,4.18,0,4.7,SC,Argument Analysis,,45.0,45.0,15,2025-05-08T13:24:24.570426
student_001,student_001_V_20250601_test1,V,2025-06-01,V_15_20250601,15,4.28,0,5.0,CR,Grammar,,45.0,45.0,15,2025-05-08T13:24:24.570426
